transaction_id,timestamp,amount,sender_id,receiver_id,sender_country,receiver_country,device_id,label
T_263,2023-01-11 23:00:00,502.32849697182024,USER_26,USER_89,CHN,USA,DEVICE_3,0
T_264,2023-01-12 00:00:00,1187.7796432004043,USER_22,USER_59,RUS,GBR,DEVICE_11,0
T_265,2023-01-12 01:00:00,968.403655711075,USER_13,USER_88,RUS,FRA,DEVICE_6,0
T_266,2023-01-12 02:00:00,208.69235689329437,USER_39,USER_51,CHN,USA,DEVICE_4,1
T_267,2023-01-12 03:00:00,272.67514091027095,USER_16,USER_72,FRA,RUS,DEVICE_7,0
T_268,2023-01-12 04:00:00,1690.5468468694817,USER_26,USER_97,GBR,CHN,DEVICE_7,0
T_269,2023-01-12 05:00:00,242.91583304694365,USER_49,USER_75,GBR,GBR,DEVICE_6,0
T_270,2023-01-12 06:00:00,636.8538561452247,USER_39,USER_97,USA,RUS,DEVICE_4,0
T_271,2023-01-12 07:00:00,120.98241077471624,USER_30,USER_66,FRA,USA,DEVICE_2,0
T_272,2023-01-12 08:00:00,3313.3946482898555,USER_45,USER_98,CHN,GBR,DEVICE_6,0
T_273,2023-01-12 09:00:00,393.23106066951607,USER_41,USER_65,CHN,GBR,DEVICE_16,0
T_274,2023-01-12 10:00:00,846.3394374791728,USER_34,USER_76,CHN,USA,DEVICE_3,1
T_275,2023-01-12 11:00:00,4138.44946165523,USER_44,USER_76,USA,FRA,DEVICE_3,0
T_276,2023-01-12 12:00:00,747.7823744681616,USER_38,USER_77,CHN,RUS,DEVICE_4,1
T_277,2023-01-12 13:00:00,57.234858287780966,USER_35,USER_70,RUS,CHN,DEVICE_1,0
T_278,2023-01-12 14:00:00,1529.9875856017513,USER_27,USER_53,GBR,GBR,DEVICE_6,0
T_279,2023-01-12 15:00:00,909.7005736127466,USER_46,USER_77,RUS,RUS,DEVICE_13,1
T_280,2023-01-12 16:00:00,2228.8047305283376,USER_22,USER_71,CHN,USA,DEVICE_9,0
T_281,2023-01-12 17:00:00,1604.5605791443982,USER_21,USER_59,FRA,FRA,DEVICE_3,0
T_282,2023-01-12 18:00:00,2269.1611525339067,USER_12,USER_52,CHN,USA,DEVICE_11,0
T_283,2023-01-12 19:00:00,3937.5815947226965,USER_23,USER_78,USA,FRA,DEVICE_1,0
T_284,2023-01-12 20:00:00,497.3194524623637,USER_46,USER_66,FRA,GBR,DEVICE_10,0
T_285,2023-01-12 21:00:00,302.8649158253595,USER_28,USER_80,RUS,GBR,DEVICE_14,0
T_286,2023-01-12 22:00:00,1121.0130634111308,USER_23,USER_74,USA,GBR,DEVICE_12,1
T_287,2023-01-12 23:00:00,1504.4273302556114,USER_26,USER_95,GBR,FRA,DEVICE_15,0
T_288,2023-01-13 00:00:00,1151.3731321548685,USER_30,USER_57,USA,CHN,DEVICE_1,0
T_289,2023-01-13 01:00:00,259.38507838498066,USER_28,USER_91,CHN,USA,DEVICE_3,0
T_290,2023-01-13 02:00:00,212.67250701024855,USER_21,USER_89,CHN,RUS,DEVICE_11,0
T_291,2023-01-13 03:00:00,3255.42547485926,USER_38,USER_69,FRA,RUS,DEVICE_18,0
T_292,2023-01-13 04:00:00,2807.7419500845,USER_31,USER_83,FRA,RUS,DEVICE_2,0
T_293,2023-01-13 05:00:00,676.1777107674853,USER_9,USER_56,RUS,CHN,DEVICE_18,0
T_294,2023-01-13 06:00:00,406.56455777033415,USER_20,USER_54,RUS,GBR,DEVICE_6,0
T_295,2023-01-13 07:00:00,629.1022454810249,USER_28,USER_59,RUS,GBR,DEVICE_14,0
T_296,2023-01-13 08:00:00,345.6474113049733,USER_47,USER_81,FRA,USA,DEVICE_18,0
T_297,2023-01-13 09:00:00,307.1806820854056,USER_20,USER_74,CHN,USA,DEVICE_15,0
T_298,2023-01-13 10:00:00,279.31043460224544,USER_33,USER_96,CHN,CHN,DEVICE_5,0
T_299,2023-01-13 11:00:00,142.09552013130306,USER_19,USER_74,GBR,RUS,DEVICE_6,0
T_300,2023-01-13 12:00:00,70.21144230092784,USER_34,USER_84,FRA,GBR,DEVICE_8,0
T_301,2023-01-13 13:00:00,1636.5691282299592,USER_3,USER_86,USA,FRA,DEVICE_4,0
T_302,2023-01-13 14:00:00,471.05344209638747,USER_44,USER_63,RUS,CHN,DEVICE_3,0
T_303,2023-01-13 15:00:00,632.3084449763729,USER_11,USER_68,USA,USA,DEVICE_2,0
T_304,2023-01-13 16:00:00,5.3664897511423995,USER_16,USER_97,FRA,FRA,DEVICE_5,0
T_305,2023-01-13 17:00:00,643.0115861923683,USER_29,USER_59,USA,GBR,DEVICE_2,0
T_306,2023-01-13 18:00:00,575.0939317492669,USER_30,USER_83,USA,FRA,DEVICE_8,0
T_307,2023-01-13 19:00:00,1286.46227163072,USER_18,USER_97,FRA,FRA,DEVICE_16,0
T_308,2023-01-13 20:00:00,579.0881393107419,USER_49,USER_76,FRA,CHN,DEVICE_2,0
T_309,2023-01-13 21:00:00,3618.8242617714013,USER_4,USER_52,USA,USA,DEVICE_8,0
T_310,2023-01-13 22:00:00,1195.8729755350068,USER_15,USER_74,RUS,CHN,DEVICE_15,0
T_311,2023-01-13 23:00:00,442.5105380343844,USER_27,USER_76,RUS,RUS,DEVICE_7,0
T_312,2023-01-14 00:00:00,1273.3049978229517,USER_47,USER_97,RUS,RUS,DEVICE_17,0
T_313,2023-01-14 01:00:00,2082.986244608059,USER_46,USER_56,GBR,FRA,DEVICE_16,0
T_314,2023-01-14 02:00:00,947.3997967947595,USER_10,USER_96,GBR,USA,DEVICE_10,0
T_315,2023-01-14 03:00:00,324.67912795108674,USER_41,USER_87,USA,GBR,DEVICE_13,0
T_316,2023-01-14 04:00:00,437.7204095666881,USER_11,USER_92,GBR,USA,DEVICE_17,0
T_317,2023-01-14 05:00:00,1629.7560280862656,USER_39,USER_73,RUS,USA,DEVICE_1,0
T_318,2023-01-14 06:00:00,308.6252249376028,USER_23,USER_93,USA,USA,DEVICE_16,0
T_319,2023-01-14 07:00:00,2575.5131479758975,USER_39,USER_97,CHN,CHN,DEVICE_13,0
T_320,2023-01-14 08:00:00,865.8889225156705,USER_6,USER_92,USA,FRA,DEVICE_16,0
T_321,2023-01-14 09:00:00,1766.4258804693002,USER_25,USER_73,USA,FRA,DEVICE_12,0
T_322,2023-01-14 10:00:00,262.0787637422959,USER_33,USER_94,GBR,GBR,DEVICE_2,0
T_323,2023-01-14 11:00:00,649.9739953535246,USER_20,USER_92,RUS,RUS,DEVICE_6,0
T_324,2023-01-14 12:00:00,1441.6346854766493,USER_49,USER_93,GBR,USA,DEVICE_8,0
T_325,2023-01-14 13:00:00,2020.6302627368405,USER_45,USER_56,RUS,GBR,DEVICE_12,0
T_326,2023-01-14 14:00:00,524.9869817732006,USER_16,USER_51,USA,GBR,DEVICE_8,0
T_327,2023-01-14 15:00:00,2005.1283365590812,USER_26,USER_56,USA,RUS,DEVICE_11,0
T_328,2023-01-14 16:00:00,215.7953194107518,USER_46,USER_95,USA,FRA,DEVICE_16,0
T_329,2023-01-14 17:00:00,310.7994903748206,USER_39,USER_71,FRA,CHN,DEVICE_2,0
T_330,2023-01-14 18:00:00,122.70262746549311,USER_19,USER_62,FRA,USA,DEVICE_17,0
T_331,2023-01-14 19:00:00,2186.1360247717357,USER_37,USER_60,RUS,CHN,DEVICE_1,0
T_332,2023-01-14 20:00:00,2038.381707740344,USER_36,USER_80,USA,CHN,DEVICE_16,0
T_333,2023-01-14 21:00:00,1616.8725108106416,USER_12,USER_81,USA,FRA,DEVICE_8,0
T_334,2023-01-14 22:00:00,210.6938164753804,USER_11,USER_58,RUS,FRA,DEVICE_6,0
T_335,2023-01-14 23:00:00,3524.7689177252237,USER_7,USER_59,RUS,FRA,DEVICE_3,0
T_336,2023-01-15 00:00:00,761.6916597727487,USER_38,USER_87,RUS,RUS,DEVICE_2,0
T_337,2023-01-15 01:00:00,195.02309124226662,USER_9,USER_91,RUS,CHN,DEVICE_19,0
T_338,2023-01-15 02:00:00,3909.511348429546,USER_17,USER_56,CHN,GBR,DEVICE_15,0
T_339,2023-01-15 03:00:00,241.13421527335683,USER_38,USER_75,USA,FRA,DEVICE_3,0
T_340,2023-01-15 04:00:00,413.41314784555937,USER_4,USER_74,GBR,FRA,DEVICE_9,0
T_341,2023-01-15 05:00:00,634.3963373933742,USER_30,USER_79,RUS,RUS,DEVICE_11,0
T_342,2023-01-15 06:00:00,2999.4742698813598,USER_16,USER_95,CHN,RUS,DEVICE_12,0
T_343,2023-01-15 07:00:00,239.93230477033174,USER_22,USER_98,FRA,CHN,DEVICE_19,0
T_344,2023-01-15 08:00:00,128.6927168742788,USER_20,USER_78,USA,GBR,DEVICE_4,0
T_345,2023-01-15 09:00:00,758.523834908024,USER_27,USER_83,RUS,CHN,DEVICE_18,0
T_346,2023-01-15 10:00:00,1513.7857816941234,USER_38,USER_78,FRA,RUS,DEVICE_15,0
T_347,2023-01-15 11:00:00,439.69825256849543,USER_16,USER_99,CHN,GBR,DEVICE_11,0
T_348,2023-01-15 12:00:00,1330.5623127386493,USER_44,USER_93,RUS,USA,DEVICE_6,0
T_349,2023-01-15 13:00:00,971.0524701337176,USER_40,USER_52,RUS,GBR,DEVICE_4,0
T_350,2023-01-15 14:00:00,1911.5017800419976,USER_34,USER_63,FRA,GBR,DEVICE_3,0
T_351,2023-01-15 15:00:00,954.7831114504144,USER_42,USER_91,USA,RUS,DEVICE_4,0
T_352,2023-01-15 16:00:00,1117.9965676078898,USER_27,USER_56,USA,FRA,DEVICE_18,0
T_353,2023-01-15 17:00:00,389.4528576577309,USER_24,USER_81,RUS,FRA,DEVICE_19,0
T_354,2023-01-15 18:00:00,1020.0439251198901,USER_3,USER_82,FRA,RUS,DEVICE_19,0
T_355,2023-01-15 19:00:00,1927.7080156419188,USER_37,USER_68,USA,RUS,DEVICE_1,0
T_356,2023-01-15 20:00:00,55.00382893488955,USER_34,USER_66,FRA,FRA,DEVICE_4,0
T_357,2023-01-15 21:00:00,164.0173237360247,USER_41,USER_71,CHN,CHN,DEVICE_2,0
T_358,2023-01-15 22:00:00,1321.058615643851,USER_4,USER_54,CHN,FRA,DEVICE_12,0
T_359,2023-01-15 23:00:00,487.90674953067924,USER_25,USER_58,CHN,USA,DEVICE_19,0
T_360,2023-01-16 00:00:00,142.91633586186288,USER_2,USER_64,RUS,RUS,DEVICE_6,0
T_361,2023-01-16 01:00:00,220.26332483359172,USER_3,USER_94,FRA,CHN,DEVICE_13,1
T_362,2023-01-16 02:00:00,1785.4769684376408,USER_14,USER_73,CHN,FRA,DEVICE_19,0
T_363,2023-01-16 03:00:00,21.344622480890216,USER_29,USER_71,RUS,FRA,DEVICE_10,0
T_364,2023-01-16 04:00:00,1621.222611975026,USER_8,USER_83,GBR,GBR,DEVICE_1,0
T_365,2023-01-16 05:00:00,355.81123653546877,USER_26,USER_76,USA,GBR,DEVICE_19,0
T_366,2023-01-16 06:00:00,14.104196677574897,USER_9,USER_90,FRA,RUS,DEVICE_3,0
T_367,2023-01-16 07:00:00,579.192875101814,USER_24,USER_85,USA,USA,DEVICE_16,1
T_368,2023-01-16 08:00:00,730.0058578195728,USER_36,USER_87,CHN,USA,DEVICE_7,0
T_369,2023-01-16 09:00:00,1780.574146013528,USER_3,USER_79,FRA,RUS,DEVICE_19,0
T_370,2023-01-16 10:00:00,289.0747285489076,USER_22,USER_99,USA,CHN,DEVICE_1,0
T_371,2023-01-16 11:00:00,195.57027822209633,USER_7,USER_64,GBR,CHN,DEVICE_16,0
T_372,2023-01-16 12:00:00,202.27070819429755,USER_4,USER_92,FRA,FRA,DEVICE_13,0
T_373,2023-01-16 13:00:00,631.6409914264448,USER_15,USER_53,CHN,RUS,DEVICE_5,0
T_374,2023-01-16 14:00:00,639.8545647146758,USER_10,USER_59,USA,GBR,DEVICE_4,0
T_375,2023-01-16 15:00:00,98.98523293566167,USER_29,USER_64,USA,RUS,DEVICE_1,0
T_376,2023-01-16 16:00:00,1644.6391860688814,USER_28,USER_97,USA,USA,DEVICE_6,0
T_377,2023-01-16 17:00:00,1198.9728045721663,USER_30,USER_62,FRA,USA,DEVICE_3,0
T_378,2023-01-16 18:00:00,3234.4985773002536,USER_49,USER_85,CHN,FRA,DEVICE_18,0
T_379,2023-01-16 19:00:00,986.1367816588835,USER_29,USER_85,USA,RUS,DEVICE_16,0
T_380,2023-01-16 20:00:00,580.9936307620164,USER_33,USER_51,CHN,FRA,DEVICE_19,0
T_381,2023-01-16 21:00:00,27.957414021979723,USER_6,USER_94,RUS,GBR,DEVICE_9,0
T_382,2023-01-16 22:00:00,358.8822968332011,USER_9,USER_57,CHN,RUS,DEVICE_18,0
T_383,2023-01-16 23:00:00,3164.9315552141716,USER_8,USER_55,FRA,USA,DEVICE_9,0
T_384,2023-01-17 00:00:00,941.4448722801112,USER_29,USER_78,FRA,FRA,DEVICE_6,0
T_385,2023-01-17 01:00:00,1332.4656663814474,USER_13,USER_86,CHN,CHN,DEVICE_17,0
T_386,2023-01-17 02:00:00,90.18405598218372,USER_13,USER_91,RUS,CHN,DEVICE_17,0
T_387,2023-01-17 03:00:00,547.379357712871,USER_9,USER_85,RUS,USA,DEVICE_17,0
T_388,2023-01-17 04:00:00,770.7307775886577,USER_46,USER_88,FRA,RUS,DEVICE_18,0
T_389,2023-01-17 05:00:00,378.35290793815653,USER_21,USER_67,FRA,FRA,DEVICE_2,0
T_390,2023-01-17 06:00:00,533.600068273601,USER_13,USER_59,RUS,GBR,DEVICE_11,0
T_391,2023-01-17 07:00:00,720.4470278242645,USER_39,USER_51,CHN,RUS,DEVICE_18,0
T_392,2023-01-17 08:00:00,1725.8927512898833,USER_38,USER_58,CHN,CHN,DEVICE_19,0
T_393,2023-01-17 09:00:00,1068.7011637905493,USER_41,USER_58,FRA,RUS,DEVICE_2,0
T_394,2023-01-17 10:00:00,204.62560791913765,USER_45,USER_56,FRA,FRA,DEVICE_10,0
T_395,2023-01-17 11:00:00,1530.7662894465436,USER_28,USER_74,FRA,USA,DEVICE_7,0
T_396,2023-01-17 12:00:00,1468.3248935649815,USER_4,USER_68,GBR,CHN,DEVICE_1,0
T_397,2023-01-17 13:00:00,98.3942958875482,USER_42,USER_83,CHN,RUS,DEVICE_5,0
T_398,2023-01-17 14:00:00,374.0538802642193,USER_24,USER_86,USA,CHN,DEVICE_11,0
T_399,2023-01-17 15:00:00,1343.4636897547848,USER_41,USER_79,USA,GBR,DEVICE_3,0
T_400,2023-01-17 16:00:00,70.63795263086338,USER_40,USER_73,CHN,USA,DEVICE_12,0
T_401,2023-01-17 17:00:00,563.7445341126762,USER_43,USER_87,USA,USA,DEVICE_10,0
T_402,2023-01-17 18:00:00,152.5405527794189,USER_17,USER_58,CHN,USA,DEVICE_19,0
T_403,2023-01-17 19:00:00,955.6946713605541,USER_34,USER_88,GBR,RUS,DEVICE_1,0
T_404,2023-01-17 20:00:00,96.33605108125397,USER_47,USER_71,GBR,GBR,DEVICE_19,0
T_405,2023-01-17 21:00:00,674.4238107054756,USER_33,USER_64,GBR,CHN,DEVICE_6,0
T_406,2023-01-17 22:00:00,1318.0101253825355,USER_47,USER_72,GBR,FRA,DEVICE_18,0
T_407,2023-01-17 23:00:00,576.6804569849326,USER_43,USER_78,FRA,CHN,DEVICE_3,0
T_408,2023-01-18 00:00:00,170.7614800807575,USER_5,USER_73,RUS,USA,DEVICE_1,0
T_409,2023-01-18 01:00:00,1558.2018701108339,USER_47,USER_55,GBR,FRA,DEVICE_11,0
T_410,2023-01-18 02:00:00,449.2386381675134,USER_34,USER_75,GBR,USA,DEVICE_2,0
T_411,2023-01-18 03:00:00,888.2903334584963,USER_12,USER_61,CHN,CHN,DEVICE_1,0
T_412,2023-01-18 04:00:00,851.6170124668814,USER_35,USER_88,USA,FRA,DEVICE_16,1
T_413,2023-01-18 05:00:00,404.2218457314443,USER_40,USER_91,USA,FRA,DEVICE_10,0
T_414,2023-01-18 06:00:00,278.7075257094563,USER_13,USER_59,CHN,GBR,DEVICE_4,0
T_415,2023-01-18 07:00:00,862.8195395359068,USER_14,USER_59,CHN,GBR,DEVICE_13,0
T_416,2023-01-18 08:00:00,1165.7106112532656,USER_25,USER_60,RUS,USA,DEVICE_7,0
T_417,2023-01-18 09:00:00,105.30634018281262,USER_7,USER_86,FRA,CHN,DEVICE_16,0
T_418,2023-01-18 10:00:00,984.3360470762536,USER_30,USER_66,CHN,GBR,DEVICE_3,0
T_419,2023-01-18 11:00:00,421.3001384798143,USER_23,USER_66,CHN,GBR,DEVICE_7,0
T_420,2023-01-18 12:00:00,3763.460444164012,USER_31,USER_96,GBR,USA,DEVICE_4,0
T_421,2023-01-18 13:00:00,55.07448963673053,USER_46,USER_98,GBR,GBR,DEVICE_6,0
T_422,2023-01-18 14:00:00,306.0903232956637,USER_6,USER_67,GBR,CHN,DEVICE_6,0
T_423,2023-01-18 15:00:00,453.91018635712203,USER_26,USER_91,GBR,CHN,DEVICE_11,0
T_424,2023-01-18 16:00:00,899.7697568877035,USER_44,USER_68,CHN,USA,DEVICE_8,0
T_425,2023-01-18 17:00:00,406.1903226478646,USER_38,USER_99,FRA,GBR,DEVICE_4,0
T_426,2023-01-18 18:00:00,101.2019424873706,USER_27,USER_89,RUS,FRA,DEVICE_9,0
T_427,2023-01-18 19:00:00,1519.40134852328,USER_17,USER_73,RUS,USA,DEVICE_6,0
T_428,2023-01-18 20:00:00,162.27967445149093,USER_34,USER_66,USA,RUS,DEVICE_2,0
T_429,2023-01-18 21:00:00,1382.8013911043545,USER_2,USER_68,FRA,CHN,DEVICE_9,0
T_430,2023-01-18 22:00:00,588.660441381506,USER_39,USER_94,RUS,USA,DEVICE_19,0
T_431,2023-01-18 23:00:00,720.5860058247125,USER_33,USER_66,RUS,USA,DEVICE_4,0
T_432,2023-01-19 00:00:00,993.6696111691566,USER_24,USER_59,CHN,CHN,DEVICE_4,1
T_433,2023-01-19 01:00:00,696.3258592126364,USER_38,USER_61,RUS,FRA,DEVICE_8,0
T_434,2023-01-19 02:00:00,49.651477431867136,USER_20,USER_81,CHN,USA,DEVICE_12,0
T_435,2023-01-19 03:00:00,628.0286596429983,USER_28,USER_94,RUS,GBR,DEVICE_19,0
T_436,2023-01-19 04:00:00,1526.1724874744455,USER_6,USER_72,USA,GBR,DEVICE_10,0
T_437,2023-01-19 05:00:00,394.40422530502605,USER_18,USER_79,CHN,GBR,DEVICE_3,0
T_438,2023-01-19 06:00:00,1138.2612000596641,USER_41,USER_86,FRA,FRA,DEVICE_3,0
T_439,2023-01-19 07:00:00,1940.506566528874,USER_36,USER_67,FRA,RUS,DEVICE_6,0
T_440,2023-01-19 08:00:00,308.8324354530334,USER_25,USER_98,FRA,GBR,DEVICE_8,0
T_441,2023-01-19 09:00:00,442.6067493543483,USER_27,USER_81,USA,CHN,DEVICE_4,0
T_442,2023-01-19 10:00:00,1669.431142054587,USER_8,USER_54,USA,USA,DEVICE_15,0
T_443,2023-01-19 11:00:00,42.32082829019285,USER_5,USER_79,FRA,USA,DEVICE_15,0
T_444,2023-01-19 12:00:00,2964.213095990483,USER_22,USER_86,FRA,RUS,DEVICE_3,0
T_445,2023-01-19 13:00:00,188.86654004168682,USER_12,USER_64,GBR,FRA,DEVICE_9,1
T_446,2023-01-19 14:00:00,505.0600752806076,USER_37,USER_97,CHN,FRA,DEVICE_17,0
T_447,2023-01-19 15:00:00,234.21740622545835,USER_24,USER_59,CHN,RUS,DEVICE_5,0
T_448,2023-01-19 16:00:00,1438.4399806744068,USER_26,USER_79,RUS,USA,DEVICE_9,0
T_449,2023-01-19 17:00:00,945.5508619930939,USER_14,USER_53,GBR,RUS,DEVICE_7,0
T_450,2023-01-19 18:00:00,659.5210005398924,USER_44,USER_84,GBR,USA,DEVICE_4,0
T_451,2023-01-19 19:00:00,361.9800484576633,USER_1,USER_81,GBR,CHN,DEVICE_7,0
T_452,2023-01-19 20:00:00,601.8830930657203,USER_6,USER_88,GBR,RUS,DEVICE_3,0
T_453,2023-01-19 21:00:00,523.846849616028,USER_25,USER_61,FRA,RUS,DEVICE_1,0
T_454,2023-01-19 22:00:00,1946.5280595305176,USER_25,USER_56,RUS,USA,DEVICE_9,0
T_455,2023-01-19 23:00:00,512.2089619443699,USER_45,USER_62,USA,CHN,DEVICE_6,0
T_456,2023-01-20 00:00:00,315.4824439013886,USER_33,USER_64,GBR,RUS,DEVICE_4,0
T_457,2023-01-20 01:00:00,919.650081386142,USER_34,USER_63,FRA,USA,DEVICE_10,0
T_458,2023-01-20 02:00:00,845.3815646404553,USER_21,USER_88,CHN,FRA,DEVICE_14,0
T_459,2023-01-20 03:00:00,177.93310859285583,USER_45,USER_78,USA,USA,DEVICE_8,0
T_460,2023-01-20 04:00:00,1024.4139635464437,USER_9,USER_59,USA,USA,DEVICE_12,0
T_461,2023-01-20 05:00:00,405.0552294770304,USER_14,USER_56,USA,RUS,DEVICE_19,0
T_462,2023-01-20 06:00:00,582.4863588613821,USER_42,USER_51,CHN,FRA,DEVICE_3,0
T_463,2023-01-20 07:00:00,1083.6465114471314,USER_47,USER_74,FRA,RUS,DEVICE_14,0
T_464,2023-01-20 08:00:00,1376.252214880246,USER_32,USER_66,FRA,RUS,DEVICE_2,0
T_465,2023-01-20 09:00:00,128.00302913276755,USER_4,USER_76,CHN,FRA,DEVICE_16,0
T_466,2023-01-20 10:00:00,1176.7414068139321,USER_1,USER_71,GBR,FRA,DEVICE_19,0
T_467,2023-01-20 11:00:00,180.1090764451758,USER_38,USER_70,GBR,FRA,DEVICE_13,0
T_468,2023-01-20 12:00:00,734.365914740435,USER_36,USER_54,RUS,USA,DEVICE_9,0
T_469,2023-01-20 13:00:00,1570.5807268943336,USER_13,USER_53,RUS,USA,DEVICE_9,0
T_470,2023-01-20 14:00:00,1386.4565245275107,USER_33,USER_91,GBR,GBR,DEVICE_10,0
T_471,2023-01-20 15:00:00,332.4036311268371,USER_11,USER_73,FRA,FRA,DEVICE_3,0
T_472,2023-01-20 16:00:00,1294.9729046100804,USER_4,USER_67,CHN,CHN,DEVICE_3,0
T_473,2023-01-20 17:00:00,88.6521948284217,USER_14,USER_97,USA,CHN,DEVICE_4,0
T_474,2023-01-20 18:00:00,407.5791151442117,USER_33,USER_69,FRA,GBR,DEVICE_11,0
T_475,2023-01-20 19:00:00,976.521664976412,USER_2,USER_89,GBR,FRA,DEVICE_6,0
T_476,2023-01-20 20:00:00,26.825890978917545,USER_26,USER_62,CHN,CHN,DEVICE_7,0
T_477,2023-01-20 21:00:00,589.1354773996841,USER_34,USER_95,RUS,RUS,DEVICE_15,0
T_478,2023-01-20 22:00:00,150.46127139283172,USER_41,USER_53,FRA,RUS,DEVICE_6,0
T_479,2023-01-20 23:00:00,1689.8918453264878,USER_36,USER_91,GBR,USA,DEVICE_8,0
T_480,2023-01-21 00:00:00,2006.107688348793,USER_26,USER_88,FRA,USA,DEVICE_9,0
T_481,2023-01-21 01:00:00,1242.7874778753733,USER_40,USER_78,RUS,FRA,DEVICE_1,0
T_482,2023-01-21 02:00:00,1083.8561416630575,USER_28,USER_77,RUS,FRA,DEVICE_3,0
T_483,2023-01-21 03:00:00,260.05634875793976,USER_43,USER_85,FRA,CHN,DEVICE_6,1
T_484,2023-01-21 04:00:00,50.19697162689818,USER_43,USER_92,RUS,CHN,DEVICE_12,0
T_485,2023-01-21 05:00:00,1881.4197524868748,USER_24,USER_53,RUS,USA,DEVICE_16,0
T_486,2023-01-21 06:00:00,5343.76020692712,USER_48,USER_65,RUS,CHN,DEVICE_7,0
T_487,2023-01-21 07:00:00,1168.1457919769687,USER_14,USER_79,FRA,GBR,DEVICE_7,0
T_488,2023-01-21 08:00:00,959.8341354880104,USER_40,USER_64,USA,FRA,DEVICE_3,0
T_489,2023-01-21 09:00:00,452.08405722992114,USER_38,USER_63,GBR,CHN,DEVICE_4,0
T_490,2023-01-21 10:00:00,987.5446043963335,USER_8,USER_74,USA,RUS,DEVICE_5,0
T_491,2023-01-21 11:00:00,426.4237312584064,USER_22,USER_79,RUS,USA,DEVICE_17,0
T_492,2023-01-21 12:00:00,432.35920489660174,USER_18,USER_64,FRA,CHN,DEVICE_7,0
T_493,2023-01-21 13:00:00,211.7381693230259,USER_23,USER_86,FRA,USA,DEVICE_1,0
T_494,2023-01-21 14:00:00,1477.2589112980802,USER_24,USER_94,FRA,GBR,DEVICE_12,0
T_495,2023-01-21 15:00:00,524.618188237325,USER_26,USER_65,USA,GBR,DEVICE_19,0
T_496,2023-01-21 16:00:00,2484.840177913236,USER_31,USER_86,FRA,FRA,DEVICE_11,0
T_497,2023-01-21 17:00:00,553.3941203377129,USER_15,USER_77,USA,GBR,DEVICE_13,0
T_498,2023-01-21 18:00:00,967.051845649089,USER_39,USER_55,USA,CHN,DEVICE_15,0
T_499,2023-01-21 19:00:00,2.8012735778734874,USER_37,USER_94,FRA,RUS,DEVICE_10,0
T_500,2023-01-21 20:00:00,1551.8228369876376,USER_11,USER_59,FRA,GBR,DEVICE_17,1
T_501,2023-01-21 21:00:00,1302.0044664572863,USER_3,USER_51,FRA,FRA,DEVICE_15,0
T_502,2023-01-21 22:00:00,93.98912967417397,USER_47,USER_82,RUS,GBR,DEVICE_11,0
T_503,2023-01-21 23:00:00,996.2884807214009,USER_39,USER_51,CHN,CHN,DEVICE_3,0
T_504,2023-01-22 00:00:00,42.43436625640021,USER_16,USER_94,FRA,GBR,DEVICE_3,0
T_505,2023-01-22 01:00:00,259.4814404451275,USER_9,USER_52,FRA,CHN,DEVICE_10,0
T_506,2023-01-22 02:00:00,113.86533448532784,USER_45,USER_57,USA,CHN,DEVICE_17,0
T_507,2023-01-22 03:00:00,243.92114500664317,USER_15,USER_70,GBR,CHN,DEVICE_3,0
T_508,2023-01-22 04:00:00,335.2115014661371,USER_37,USER_64,CHN,FRA,DEVICE_3,0
T_509,2023-01-22 05:00:00,709.6648388852886,USER_5,USER_58,USA,USA,DEVICE_6,0
T_510,2023-01-22 06:00:00,768.6676583511302,USER_41,USER_95,USA,RUS,DEVICE_3,0
T_511,2023-01-22 07:00:00,958.3619710852391,USER_34,USER_65,FRA,USA,DEVICE_18,0
T_512,2023-01-22 08:00:00,713.0441402309502,USER_46,USER_86,FRA,GBR,DEVICE_2,0
T_513,2023-01-22 09:00:00,825.3048721249794,USER_9,USER_77,GBR,CHN,DEVICE_2,0
T_514,2023-01-22 10:00:00,929.0140961468582,USER_22,USER_68,GBR,FRA,DEVICE_15,0
T_515,2023-01-22 11:00:00,425.7304874769423,USER_17,USER_97,FRA,FRA,DEVICE_5,0
T_516,2023-01-22 12:00:00,15.586831442662048,USER_41,USER_67,CHN,USA,DEVICE_1,0
T_517,2023-01-22 13:00:00,2959.644191311152,USER_23,USER_85,RUS,RUS,DEVICE_3,1
T_518,2023-01-22 14:00:00,305.2984848169792,USER_35,USER_66,USA,RUS,DEVICE_8,0
T_519,2023-01-22 15:00:00,1113.644692293624,USER_12,USER_81,GBR,RUS,DEVICE_5,0
T_520,2023-01-22 16:00:00,1116.097183225652,USER_46,USER_86,CHN,GBR,DEVICE_16,1
T_521,2023-01-22 17:00:00,218.23751384968205,USER_1,USER_55,RUS,GBR,DEVICE_2,0
T_522,2023-01-22 18:00:00,797.5281014261861,USER_30,USER_81,GBR,USA,DEVICE_8,0
T_523,2023-01-22 19:00:00,916.9840809591539,USER_3,USER_76,GBR,RUS,DEVICE_13,0
T_524,2023-01-22 20:00:00,379.0144507148192,USER_49,USER_71,FRA,FRA,DEVICE_11,0
T_525,2023-01-22 21:00:00,360.2247427951583,USER_11,USER_81,CHN,FRA,DEVICE_7,0
T_526,2023-01-22 22:00:00,392.39783233627725,USER_41,USER_57,RUS,USA,DEVICE_12,0
